title,author,litres mark,litres votes,livelib mark,livelib votes,avg_word_len,avg_sent_len,avg_words_per_par,comma_freq,colon_freq,dash_freq,A1 voc,A2 voc,B1 voc,B2 voc,C1 voc,C2 voc,unknown voc,TTR,TTR-root,TTR-log,TTR-corrected,TTR-hdd,TTR-mtld,FKD-oborneva,FRE-oborneva,FKD-soloviev,FRE-soloviev
Обреченный взвод, Роман Галкин,3.0,9,4.0,2,5.479468631511012,11.72442555870318,29.582773607269853,91.282306809073,1.8522931605970667,0.0,0.56,0.14,0.13,0.07,0.03,0.02,0.06,0.2543873707829153,69.6083059074288,0.8780336318925411,49.220505134050526,0.9387307804507896,433.5172171884728,9.504643607473296,54.04070160253914,5.439129053282686,88.45918748266463
Смородинский. Тёмный Завет Ушедших 2. Дважды проклятый, Неизвестный,4.7,533,4.3,155,5.114892472429649,12.312215060525077,31.772341285887585,86.88748193237109,7.430630483907087,0.9161051281529284,0.61,0.12,0.11,0.05,0.03,0.01,0.08,0.1915161696766064,53.68365972336065,0.8533698726142771,37.96007982929945,0.9309533952493854,283.3026868778749,8.679076451270053,61.23826531487066,4.882742490220073,92.16068663753022
Дитё. Князь, Владимир Геннадьевич Поселягин,3.9,98,3.6,14,5.161198865937626,12.64001612469766,41.13475795900567,105.52312143676488,1.7377458953243508,0.0,0.6,0.14,0.1,0.06,0.02,0.02,0.06,0.2176374546765336,66.84056904006638,0.8668707773266311,47.26341962659855,0.9254215452524284,318.93370718428025,9.035657882155324,59.431084400482405,5.132856449053994,90.40951364098088
Баронет. Начало пути, Евгений Катрич,4.5,78,None,None,5.695997482504907,16.490510229233422,44.43688037012558,89.58328265258959,1.0947040650010946,0.0,0.58,0.12,0.12,0.08,0.01,0.03,0.07,0.2047506432852914,53.09046388444276,0.8573251256750005,37.540627029028975,0.9440929973888592,317.1676498992246,12.449180870426256,43.77717536924487,7.539566346469519,73.45294205525386
Война с орками, Милослав Князев,4.5,200,3.8,72,5.050862511101938,10.373285011648978,30.17291822955739,92.8584970613768,0.9579213107556602,28.4482672600457,0.67,0.13,0.09,0.04,0.01,0.01,0.04,0.185664027050882,52.65825902937661,0.8509274092543178,37.23501204514994,0.9178130227842306,291.75895024479644,7.676294671492236,64.02044666102216,4.162056525429131,97.35466652227797
Темная империя. Становление, Дмитрий Чвилев,4.4,728,4.3,890,5.382827413257477,7.288997466521897,19.570735258432418,83.4284335829135,2.208181404885833,0.0,0.56,0.11,0.11,0.09,0.03,0.03,0.07,0.2524209247250499,71.68532057229406,0.8781491342806196,50.68917628820065,0.9441265541577036,457.39493730129,6.953599418210651,62.1298814600801,3.613340695195804,101.55407458399576
Стихийник, Анджей Ясинский,4.5,284,4.4,344,5.563764244630663,12.162720732504903,63.19702098849018,83.53558977979789,1.871055999293941,0.0,0.61,0.12,0.11,0.07,0.03,0.02,0.05,0.2249148293372758,68.71580551159077,0.8696233688295539,48.58941205194177,0.9377734627940516,398.96896707106737,10.413636170602722,48.51841561853573,6.06982521645355,84.10231365656104
Пират 2. Клан, Алекс Каменев,4.5,7,None,None,5.314989992048477,13.03519201046249,42.80101246105919,70.53785595670091,1.5068577403284336,18.3129343748078,0.65,0.12,0.1,0.05,0.01,0.02,0.05,0.1735918408195572,57.551127902389126,0.8491443582261924,40.694792804713686,0.9309595358532308,346.6073250687258,9.766767618073512,55.10305457103513,5.640985264962522,86.8919460312462
Альтрея. Второй шанс, Евгений Михайлович Холодов,4.3,140,3.7,77,5.26765822652038,10.359410553689456,33.01343437822942,73.72816361312313,5.811674478057094,26.144013634426926,0.64,0.12,0.11,0.06,0.02,0.01,0.04,0.1868048164611114,57.830499125489816,0.8537375468966449,40.89233809103656,0.935442028942184,329.31455007895863,8.25692880718535,59.81408967361719,4.55981378343226,94.65113621194354
Скрижаль Невозможности. Часть I. Рождение ассасина, Михаил Мэйдж,4.0,185,3.7,6,5.329500931337915,13.948132780082988,54.44867358708189,92.12733244810958,0.9609336781046892,18.519812705290377,0.61,0.11,0.11,0.07,0.02,0.02,0.06,0.2965450039189103,64.43084284611544,0.8870542008278663,45.55948589405299,0.9309888969446574,394.5152644672559,10.257939207027356,53.57514294532666,5.992740433097227,84.36722850509607
Пандорум, Роман Прокофьев & Александр Стрельцов,4.6,72,3.7,3,5.6124226318942,10.06118747613593,30.03951108584423,89.75980707633356,4.327467211113824,26.497414615743104,0.49,0.14,0.13,0.09,0.03,0.02,0.09,0.2308405643505332,75.04235848726543,0.8732704408271218,53.06296056257725,0.9473269383247788,543.6624351122534,9.244767802231545,52.0779647414598,5.232157960728804,90.11948297983
Сердце Дракона. Том 7 (СИ), Кирилл Сергеевич Клеванский,4.8,101,4.7,237,5.258417162369642,10.627526039348348,19.24602026049204,97.33310460405644,0.4090735144693261,0.0,0.59,0.12,0.12,0.07,0.03,0.01,0.04,0.1831298928073121,63.356326601559495,0.8548184657744358,44.79968817103237,0.935232244094552,341.09941774606546,8.144233150362187,61.24526476510346,4.487240394014586,95.10388166194616
Сердце Дракона. Том 9 (СИ), Кирилл Сергеевич Клеванский,4.8,101,4.7,237,5.294378924797059,10.676142912024588,19.091267123287672,97.42281230454311,0.7391823505998749,0.0284300904076874,0.58,0.12,0.12,0.08,0.03,0.02,0.06,0.1863166297435713,62.21218007483107,0.8554165680134741,43.99065440331166,0.9361060169407576,334.4185921720598,8.32031959448512,60.10208347049041,4.608863650942292,94.26848299669724
Конь Рыжий, Алексей Черкасов & Полина Москвитина,4.6,137,4.5,308,5.223567490928764,8.233790691417811,21.3759697632783,88.72704783433922,8.21053080548506,0.0035543423400368,0.52,0.1,0.12,0.07,0.04,0.03,0.13,0.1792391375154713,83.09314542267293,0.8599906052089401,58.755726598491954,0.935426630190879,301.3995752656133,7.0243617663806575,63.831087011009885,3.678480230022947,100.9653670201492
Нулёвка, Андрей Сергеевич Минин,3.8,51,3.0,8,5.069154931813491,6.85050876813163,28.483176312247643,82.65314683638368,1.606079129361284,0.0,0.59,0.09,0.12,0.07,0.03,0.02,0.07,0.299610956228638,75.49304345024879,0.891010790959399,53.3816429560816,0.9291212894347176,479.9343564096604,5.73741223118682,69.86014049080737,2.772072581155637,107.34334434692208
Война и мир. Книга 2, Лев Николаевич Толстой,4.2,271,4.3,3080,5.137683839942855,15.659974654838924,35.146286907247244,112.61299574384115,2.2420532989483783,0.0034022053094816,0.62,0.12,0.08,0.04,0.02,0.01,0.12,0.1454573997310037,70.61668382880919,0.8441528806876314,49.93353600025738,0.9252062361024552,174.08908798820943,10.658867885135116,54.7834937742214,6.2983515913423656,82.01884922326273
Клетка без выхода, Роман Глушков,4.0,3,4.3,8,5.4437665782493365,13.670650148010086,58.31465919701214,84.32880418721638,3.277009056103183,24.81726898399585,0.57,0.11,0.11,0.09,0.03,0.02,0.08,0.2257705547994556,79.7932040708947,0.8731834843181009,56.42231569113167,0.9324287661191452,424.94445606175145,10.498248465358245,51.29976470178099,6.153338494769729,83.31089198462031
Доставка. Книга 2. Тайна аграфов, Владимир Евгеньевич Лукасевич,5.0,4,None,None,4.832348495259035,9.647058823529411,28.7770618556701,101.03996011111904,0.0,0.0,0.62,0.12,0.1,0.07,0.01,0.02,0.05,0.2777305091576731,41.5028266241697,0.872065266105761,29.346930144359984,0.9144270394163212,179.84704933174982,6.564246240033011,70.29476135219825,3.3868469126347893,102.7411921325457
Звездный билет (сборник), Василий Павлович Аксенов,4.4,17,4.4,25,5.088183270975299,9.418182628856789,22.110774058577405,102.46973682298405,3.5894380422303924,40.30851728597794,0.65,0.1,0.09,0.06,0.02,0.02,0.07,0.1944232870814981,89.38799600163509,0.8664331532466945,63.20685812943216,0.932125075239982,243.5195066521329,7.185669168250609,65.32520465561538,3.809025450225729,99.90250800599226
Темпоральные путешествия_ Первый прыжок, Кирилл Владимирович Мартыненко,4.1,23,None,None,5.356449329669415,19.166666666666668,48.98462783171521,89.94123274566078,0.9020090200902008,0.0136668033347,0.68,0.12,0.1,0.06,0.01,0.01,0.03,0.1957221901065323,48.15919385498898,0.851871949561305,34.05369255134021,0.9290714046991688,288.55719843668567,13.205882118571385,44.46914030127755,8.104409640195078,69.2066983083937
Охота за неприятностями, Пальмира Керлис,4.4,107,4.5,41,5.2165349846227125,6.9917677642980935,26.572953736654803,69.82017823042648,1.8539147040101849,0.0397835773392743,0.55,0.1,0.13,0.08,0.04,0.02,0.08,0.2223836161160387,69.28632708620748,0.8690825156367612,48.99283172616647,0.9334545988060032,484.3275762066046,6.35916917412364,65.73476612640721,3.200852681531828,104.40397333202448
Скидбладнир. Тени великих, Марк Геннадьевич Кузьмин,4.6,77,4.2,35,4.91666753082451,7.079297732260424,19.41377929100741,67.29373043786906,1.9844470975444484,0.0,0.65,0.12,0.11,0.04,0.02,0.01,0.05,0.1804029587446999,56.16677433829157,0.8508451675687124,39.715907011980526,0.9278206236710524,257.0688044495132,5.587919121682607,71.43718574708969,2.673382879307182,107.98155882976168
Перевертыш. Часть 1., Владимир Александрович Гаркавый,3.9,138,3.8,4,5.756113907249957,20.421461065025422,63.17501034340091,88.37875672601601,0.8749289120258978,0.0,0.57,0.11,0.14,0.08,0.02,0.02,0.05,0.1880362031252046,73.47717648447629,0.8599954761785383,51.95620975461392,0.9400756872768744,578.1816778342197,15.02755097818677,34.17648915108356,9.374186391904988,60.38462866170967
Реалрпг. Маг Света, Дракмир,5.0,671,4.4,6,5.05181262194822,6.383047321892875,17.64390243902439,89.52525581227175,1.8922274047558785,0.0,0.61,0.12,0.1,0.08,0.01,0.02,0.06,0.2458325879425588,60.95904690314408,0.8727529080558507,43.10455543988199,0.9442629611657496,417.7284740936676,5.415519511748666,71.07938335197227,2.543187728954738,108.97241906452938
Гильдия. (Том 2), Евгений Бергер,4.5,522,4.3,160,4.82369289560535,6.94435736677116,23.230065359477123,53.61180775397772,6.45479587221971,0.0,0.63,0.11,0.09,0.07,0.03,0.02,0.06,0.3076923076923077,41.017819767285765,0.8795486901197079,29.00397850693537,0.9228295068287344,227.13156812078952,4.984709011825146,75.36321225548501,2.2568189055981165,110.84218220609128
Общий враг., Александр Михайлович Андреев (ЗАК),4.3,109,3.9,57,5.0019666604233,8.326241134751774,29.93078758949881,73.31305737409144,2.907366359090674,0.0,0.63,0.12,0.1,0.07,0.02,0.01,0.05,0.1715307125960184,47.05259724475164,0.8429897033354288,33.271210584203345,0.9346314459287678,243.4023821490605,6.341433261573425,68.86860616217581,3.2113255134393146,104.1346471381623
Мертвые души, Николай Васильевич Гоголь,4.5,2177,4.3,20242,5.134604037864601,15.459359279851734,48.27085902178381,116.78734334916308,7.950595122473994,0.0066980582329182,0.62,0.1,0.09,0.07,0.02,0.02,0.08,0.2096506390334034,71.84718529128654,0.8661682555977478,50.80363192863508,0.9264257973092292,229.33980760079035,10.276218418197828,57.081602069175176,6.032653888061899,83.85602780600186
Хроники _Илькоры_. Воссоединение., Тайниковский,4.4,20,None,None,5.051184023744999,11.012022630834512,32.14609053497942,101.8695716178419,0.1349428333087982,49.34000686981697,0.63,0.1,0.1,0.06,0.02,0.01,0.07,0.1918005504704602,47.94706871059936,0.8504636351720469,33.90369742328214,0.9196125837684264,259.59381255962523,8.004397302868863,63.096364362601776,4.397755855159607,95.65684829250814
Раб Запертых Земель, Артем Каменистый,4.7,954,4.2,436,5.2459573953038,8.66551579828416,20.283064909712056,78.71584546993286,12.471402265498575,34.83808567230251,0.59,0.15,0.11,0.06,0.02,0.02,0.06,0.2027189605389797,58.44496971580881,0.8591164401051322,41.32683441229082,0.9396614757752152,350.3142279739502,7.413542607768729,62.0137447058456,3.952627289720525,99.03594225095968
Бремя, Александр Годов,4.7,108,5.0,1,5.328143598533543,7.483394397825316,18.90711521286097,77.19371368328144,5.5900164268026575,35.035673131144726,0.55,0.15,0.11,0.1,0.04,0.01,0.05,0.2401549386701097,60.52142698744399,0.8710119247334546,42.79511142990817,0.9430062522462668,481.8804104808106,6.894648585226893,63.01660005356953,3.576417072216625,101.77473705465826
Антилия. Полное попадание, Пальмира Керлис,4.7,105,4.3,68,5.148377352930342,6.997345663156092,25.816320100819155,70.63901165694469,1.743358745535588,0.0,0.59,0.09,0.1,0.09,0.03,0.02,0.08,0.2385008725790507,68.27168192459001,0.8733062240539824,48.27536925188864,0.9240503232962836,444.44260814816914,6.195103897559889,66.91877910909213,3.0884272940087047,105.16842103411278
Раздвигая горизонты, Анджей Ясинский,4.5,164,4.2,55,5.374213505331052,11.370055232124198,42.69681742043551,92.99638529951132,3.0740854595757763,0.0,0.62,0.12,0.11,0.05,0.02,0.01,0.07,0.2301686936053354,63.64903122709338,0.8693652275654596,45.00666159663206,0.9300138965544612,319.58537173106504,9.376969696668908,54.12150857812077,5.345313356179881,89.15249930610418
Судьба человека. Поднятая целина (сборник), Михаил Александрович Шолохов,4.8,104,4.6,379,5.036147612288815,12.202793296089386,30.56121736702499,105.53881191604312,9.07030293015687,0.0035921991802601,0.61,0.1,0.09,0.09,0.02,0.02,0.09,0.1876478918276917,87.79635584976133,0.8639288071608454,62.08139858483345,0.9309276772352134,297.806201340743,8.345465178632608,63.40283977953676,4.652306862286848,93.7435732140002
Техномаг, Влад Поляков,4.4,49,3.8,15,5.314063072363382,10.88673334136643,39.52312390924956,91.72103346130784,1.4497811904314442,20.41327713193904,0.59,0.1,0.1,0.07,0.02,0.04,0.07,0.2293485820261185,69.02858929584639,0.8709914379920073,48.810583586834106,0.9295384515835082,398.021968784697,8.721967422696657,57.68744856776871,4.88773485050031,92.34037352839728
Взлет Роя, Вячеслав Кумин,3.8,110,None,None,5.551497848618515,15.69364775865732,27.86741573033708,95.87130061227428,0.7307432544647305,0.0,0.57,0.12,0.13,0.08,0.03,0.02,0.06,0.2235034809020777,60.96607981001857,0.8664269140110357,43.10952845602439,0.9300986751008752,345.34573378320374,11.94116937296338,45.70346934725353,7.17835566516939,76.02370589070088
Гарт. Одаренный, 3,4.4,113,3.7,27,6.159193861514283,13.148681055155876,47.75105485232068,66.60918301358052,0.7185456635769203,0.0,0.49,0.13,0.14,0.09,0.02,0.03,0.09,0.4463196960325175,47.48010935813276,0.9135724792607416,33.57350729861453,0.9551123484041424,755.0106672784268,12.76439284415748,34.145367948656144,7.700185203541375,72.84569834319014
Игрун, Константин Чит,4.2,47,3.0,1,5.972972972972973,9.25,4.625,39.21568627450981,0.0,0.0,0.45,0.12,0.06,0.02,0.08,0.0,0.28,0.918918918918919,5.589565568382148,0.9765828550873528,3.952419717289856,0.0,82.38666666666671,9.467432432432432,48.62081081081081,5.370810810810808,89.29864864864862
Эпоха справедливости. Книга первая. Мгла., Андрей Мороз,4.4,18,4.0,1,5.25673407856188,8.495433789954339,35.891535732387226,90.7885450306906,8.030883076330817,44.77404452809205,0.61,0.11,0.1,0.06,0.02,0.02,0.09,0.284986019713616,75.83734478369138,0.8875952466315382,53.62510076373043,0.9303985890036878,359.0786978888761,7.373588674568065,61.86833948312139,3.9219839756068193,99.27289242685784
